"DONNEES - Effectifs des médecins"
"ANNEE - 2015"
"SEXE - Ensemble tous sexes confondus"

,AGE,"Ensemble tous âges confondus","Moins de 30 ans","Entre 30 et 34 ans","Entre 35 et 39 ans","Entre 40 et 44 ans","Entre 45 et 49 ans","Entre 50 et 54 ans","Entre 55 et 59 ans","Entre 60 et 64 ans","Entre 65 et 69 ans","70 ans et plus"
"15 - Cantal","Chirurgie thoracique et cardio-vasculaire",0,0,0,0,0,0,0,0,0,0,0
"15 - Cantal","Chirurgie urologique",3,0,1,0,1,0,0,0,0,1,0
"15 - Cantal","Chirurgie vasculaire",3,0,0,0,0,2,1,0,0,0,0
"15 - Cantal","Chirurgie viscérale et digestive",3,0,0,1,1,0,1,0,0,0,0
"15 - Cantal","Dermatologie et vénéréologie",7,1,0,0,1,0,0,3,1,1,0
"15 - Cantal","Endocrinologie et métabolisme",3,0,0,0,3,0,0,0,0,0,0
"15 - Cantal","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"15 - Cantal","Gériatrie",2,0,0,0,0,0,0,2,0,0,0
"15 - Cantal","Gynécologie médicale",5,0,0,0,0,0,0,2,3,0,0
"15 - Cantal","Gynécologie-obstétrique",8,0,0,1,3,0,2,1,0,1,0
"15 - Cantal","Hématologie",0,0,0,0,0,0,0,0,0,0,0
"15 - Cantal","Gastro-entérologie et hépatologie",7,0,0,0,1,0,1,3,1,1,0
"15 - Cantal","Médecine du travail",5,0,0,0,0,1,0,2,2,0,0
"15 - Cantal","Médecine interne",5,0,0,2,0,1,0,0,0,1,1
"15 - Cantal","Médecine nucléaire",2,0,0,0,0,1,1,0,0,0,0
"15 - Cantal","Médecine physique et réadaptation",2,0,0,0,0,1,0,0,1,0,0
"15 - Cantal","Néphrologie",1,0,0,0,0,1,0,0,0,0,0
"15 - Cantal","Neuro-chirurgie",0,0,0,0,0,0,0,0,0,0,0
"15 - Cantal","Neurologie",2,0,0,0,0,1,0,0,1,0,0
"15 - Cantal","O.R.L et chirurgie cervico faciale",3,0,0,0,0,0,2,1,0,0,0
"15 - Cantal","Oncologie option médicale",2,0,0,1,1,0,0,0,0,0,0
"15 - Cantal","Ophtalmologie",9,0,1,0,1,0,0,1,5,0,1
"15 - Cantal","Pédiatrie",7,1,0,2,1,0,0,2,1,0,0
"15 - Cantal","Pneumologie",5,0,0,0,0,0,0,1,4,0,0
"15 - Cantal","Psychiatrie",15,2,0,1,0,0,4,3,0,5,0
"15 - Cantal","Radio-diagnostic et imagerie médicale",7,0,0,1,1,0,1,2,1,1,0
"15 - Cantal","Radio-thérapie",2,0,0,0,0,0,0,2,0,0,0
"15 - Cantal","Réanimation médicale",2,0,0,0,0,2,0,0,0,0,0
"15 - Cantal","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"15 - Cantal","Rhumatologie",5,0,0,1,1,0,1,2,0,0,0
"15 - Cantal","Santé publique et médecine sociale",5,0,0,0,0,1,0,1,3,0,0
"15 - Cantal","Généralistes",245,6,22,22,27,22,32,45,46,18,5
"15 - Cantal","Médecine générale",245,6,22,22,27,22,32,45,46,18,5
"16 - Charente","Ensemble des spécialités d'exercice",941,10,57,54,68,98,133,215,205,88,13
"16 - Charente","Spécialistes",433,1,19,32,32,39,64,99,98,44,5
"16 - Charente","Anatomie et cytologie pathologiques",3,0,0,1,1,0,1,0,0,0,0
"16 - Charente","Anesthésie-réanimation",37,0,3,2,0,4,6,9,10,3,0
"16 - Charente","Biologie médicale",6,0,0,0,0,1,2,1,2,0,0
"16 - Charente","Cardiologie et maladies vasculaires",27,0,2,0,2,2,8,7,4,2,0
"16 - Charente","Chirurgie générale",6,0,1,0,0,0,1,1,0,3,0
"16 - Charente","Chirurgie maxillo-faciale et stomatologie",2,0,0,0,0,0,0,0,2,0,0
"16 - Charente","Chirurgie orthopédique et traumatologie",17,0,1,2,1,0,9,2,0,2,0
"16 - Charente","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"16 - Charente","Chirurgie plastique reconstructrice et esthétique",1,0,0,0,0,0,0,0,1,0,0
"16 - Charente","Chirurgie thoracique et cardio-vasculaire",1,0,0,0,0,0,0,0,1,0,0
"16 - Charente","Chirurgie urologique",7,0,0,1,2,1,1,1,1,0,0
"16 - Charente","Chirurgie vasculaire",2,0,0,0,0,0,1,0,1,0,0
"16 - Charente","Chirurgie viscérale et digestive",8,0,0,2,1,1,0,2,1,1,0
"16 - Charente","Dermatologie et vénéréologie",15,0,1,1,1,1,2,5,2,2,0
"16 - Charente","Endocrinologie et métabolisme",2,0,0,0,0,2,0,0,0,0,0
"16 - Charente","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"16 - Charente","Gériatrie",13,0,0,1,5,2,3,0,2,0,0
"16 - Charente","Gynécologie médicale",23,0,0,0,0,0,2,7,9,5,0
"16 - Charente","Gynécologie-obstétrique",17,0,3,4,1,1,0,2,4,1,1
"16 - Charente","Hématologie",0,0,0,0,0,0,0,0,0,0,0
"16 - Charente","Gastro-entérologie et hépatologie",16,0,0,2,0,3,2,4,4,1,0
"16 - Charente","Médecine du travail",27,0,0,1,0,1,2,8,11,4,0
"16 - Charente","Médecine interne",11,0,0,2,1,2,3,1,0,2,0
"16 - Charente","Médecine nucléaire",3,0,1,1,0,0,0,1,0,0,0
"16 - Charente","Médecine physique et réadaptation",8,0,0,0,0,1,0,4,3,0,0
"16 - Charente","Néphrologie",5,0,0,0,2,0,0,2,0,1,0
"16 - Charente","Neuro-chirurgie",1,0,0,0,0,0,0,1,0,0,0
"16 - Charente","Neurologie",5,0,0,0,0,0,3,1,1,0,0
"16 - Charente","O.R.L et chirurgie cervico faciale",11,0,1,0,0,2,1,3,3,1,0
"16 - Charente","Oncologie option médicale",1,0,0,0,1,0,0,0,0,0,0
"16 - Charente","Ophtalmologie",25,0,0,1,2,1,1,8,6,5,1
"16 - Charente","Pédiatrie",17,0,2,1,3,2,1,4,3,0,1
"16 - Charente","Pneumologie",17,1,0,1,0,3,0,6,4,2,0
"16 - Charente","Psychiatrie",49,0,2,3,3,6,7,8,13,5,2
"16 - Charente","Radio-diagnostic et imagerie médicale",31,0,1,3,6,1,4,6,6,4,0
"16 - Charente","Radio-thérapie",5,0,0,1,0,0,2,2,0,0,0
"16 - Charente","Réanimation médicale",2,0,0,1,0,1,0,0,0,0,0
"16 - Charente","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"16 - Charente","Rhumatologie",7,0,1,0,0,0,1,2,3,0,0
"16 - Charente","Santé publique et médecine sociale",5,0,0,1,0,1,1,1,1,0,0
"16 - Charente","Généralistes",508,9,38,22,36,59,69,116,107,44,8
"16 - Charente","Médecine générale",508,9,38,22,36,59,69,116,107,44,8
"17 - Charente-Maritime","Ensemble des spécialités d'exercice",1988,16,148,183,177,246,293,370,360,159,36
"17 - Charente-Maritime","Spécialistes",905,7,57,85,75,122,127,176,161,76,19
"17 - Charente-Maritime","Anatomie et cytologie pathologiques",9,0,2,0,1,0,1,3,0,1,1
"17 - Charente-Maritime","Anesthésie-réanimation",80,0,2,12,10,13,2,20,20,1,0
"17 - Charente-Maritime","Biologie médicale",27,0,2,3,1,5,8,5,1,2,0
"17 - Charente-Maritime","Cardiologie et maladies vasculaires",70,2,5,6,6,10,13,13,8,6,1
"17 - Charente-Maritime","Chirurgie générale",27,0,0,2,1,3,3,8,6,4,0
"17 - Charente-Maritime","Chirurgie maxillo-faciale et stomatologie",6,0,0,0,0,2,1,2,1,0,0
"17 - Charente-Maritime","Chirurgie orthopédique et traumatologie",34,0,0,4,4,7,11,3,3,2,0
"17 - Charente-Maritime","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"17 - Charente-Maritime","Chirurgie plastique reconstructrice et esthétique",4,0,1,0,0,1,0,1,1,0,0
"17 - Charente-Maritime","Chirurgie thoracique et cardio-vasculaire",2,0,0,1,0,0,1,0,0,0,0
"17 - Charente-Maritime","Chirurgie urologique",13,0,2,2,4,0,2,1,2,0,0
"17 - Charente-Maritime","Chirurgie vasculaire",7,0,0,2,0,0,1,1,3,0,0
"17 - Charente-Maritime","Chirurgie viscérale et digestive",6,0,0,1,1,1,2,1,0,0,0
"17 - Charente-Maritime","Dermatologie et vénéréologie",26,0,2,1,1,6,2,8,2,3,1
"17 - Charente-Maritime","Endocrinologie et métabolisme",8,0,1,1,1,2,1,1,1,0,0
"17 - Charente-Maritime","Génétique médicale",1,0,0,0,0,0,0,1,0,0,0
"17 - Charente-Maritime","Gériatrie",17,0,1,1,0,5,5,5,0,0,0
"17 - Charente-Maritime","Gynécologie médicale",32,0,1,0,0,0,0,12,11,6,2
"17 - Charente-Maritime","Gynécologie-obstétrique",36,0,3,8,5,6,4,3,4,2,1
"17 - Charente-Maritime","Hématologie",1,0,0,0,0,1,0,0,0,0,0
"17 - Charente-Maritime","Gastro-entérologie et hépatologie",32,0,1,1,3,4,6,10,5,1,1
"17 - Charente-Maritime","Médecine du travail",42,0,0,1,2,6,6,10,10,6,1
"17 - Charente-Maritime","Médecine interne",24,0,3,1,3,2,1,7,5,2,0
"17 - Charente-Maritime","Médecine nucléaire",5,0,0,0,1,2,1,1,0,0,0
"17 - Charente-Maritime","Médecine physique et réadaptation",13,0,0,1,2,5,0,2,2,1,0
"17 - Charente-Maritime","Néphrologie",12,1,1,5,1,1,2,0,0,1,0
"17 - Charente-Maritime","Neuro-chirurgie",1,0,0,1,0,0,0,0,0,0,0
"17 - Charente-Maritime","Neurologie",20,1,2,3,1,4,2,4,2,1,0
"17 - Charente-Maritime","O.R.L et chirurgie cervico faciale",23,0,2,1,2,1,6,4,3,3,1
"17 - Charente-Maritime","Oncologie option médicale",6,0,1,0,3,0,2,0,0,0,0
"17 - Charente-Maritime","Ophtalmologie",49,0,6,6,2,7,6,5,13,3,1
"17 - Charente-Maritime","Pédiatrie",48,2,5,5,4,5,7,8,7,5,0
"17 - Charente-Maritime","Pneumologie",22,0,0,1,2,1,5,6,6,1,0
"17 - Charente-Maritime","Psychiatrie",89,1,10,2,7,7,14,11,21,11,5
"17 - Charente-Maritime","Radio-diagnostic et imagerie médicale",76,0,3,9,2,9,4,16,17,13,3
"17 - Charente-Maritime","Radio-thérapie",8,0,0,2,2,2,0,0,2,0,0
"17 - Charente-Maritime","Réanimation médicale",2,0,0,0,0,1,1,0,0,0,0
"17 - Charente-Maritime","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"17 - Charente-Maritime","Rhumatologie",22,0,1,2,1,3,4,4,5,1,1
"17 - Charente-Maritime","Santé publique et médecine sociale",5,0,0,0,2,0,3,0,0,0,0
"17 - Charente-Maritime","Généralistes",1083,9,91,98,102,124,166,194,199,83,17
"17 - Charente-Maritime","Médecine générale",1083,9,91,98,102,124,166,194,199,83,17
"18 - Cher","Ensemble des spécialités d'exercice",664,3,27,37,55,69,99,166,130,65,13
"18 - Cher","Spécialistes",314,0,10,19,26,34,42,74,70,33,6
"18 - Cher","Anatomie et cytologie pathologiques",4,0,0,0,0,1,1,0,1,1,0
"18 - Cher","Anesthésie-réanimation",22,0,1,1,1,3,1,6,6,2,1
"18 - Cher","Biologie médicale",9,0,1,1,1,0,4,1,0,1,0
"18 - Cher","Cardiologie et maladies vasculaires",19,0,0,2,2,1,1,8,3,1,1
"18 - Cher","Chirurgie générale",13,0,1,0,1,1,0,2,5,3,0
"18 - Cher","Chirurgie maxillo-faciale et stomatologie",3,0,0,0,0,0,0,1,2,0,0
"18 - Cher","Chirurgie orthopédique et traumatologie",10,0,0,4,0,3,0,0,2,1,0
"18 - Cher","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"18 - Cher","Chirurgie plastique reconstructrice et esthétique",2,0,0,0,0,0,1,0,0,1,0
"18 - Cher","Chirurgie thoracique et cardio-vasculaire",1,0,0,0,0,1,0,0,0,0,0
"18 - Cher","Chirurgie urologique",3,0,0,0,1,0,1,1,0,0,0
"18 - Cher","Chirurgie vasculaire",3,0,0,0,0,0,0,1,1,1,0
"18 - Cher","Chirurgie viscérale et digestive",2,0,0,0,0,1,0,0,1,0,0
"18 - Cher","Dermatologie et vénéréologie",5,0,0,0,0,1,0,2,2,0,0
"18 - Cher","Endocrinologie et métabolisme",4,0,0,0,0,0,2,1,1,0,0
"18 - Cher","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"18 - Cher","Gériatrie",9,0,0,2,2,1,0,2,2,0,0
"18 - Cher","Gynécologie médicale",7,0,0,0,0,0,0,6,0,0,1
"18 - Cher","Gynécologie-obstétrique",16,0,2,4,2,0,3,3,1,1,0
"18 - Cher","Hématologie",2,0,0,0,0,1,0,1,0,0,0
"18 - Cher","Gastro-entérologie et hépatologie",8,0,0,0,1,0,2,2,1,2,0
"18 - Cher","Médecine du travail",17,0,0,0,0,0,1,8,8,0,0
"18 - Cher","Médecine interne",8,0,0,0,2,1,2,0,1,1,1
"18 - Cher","Médecine nucléaire",2,0,0,0,0,0,1,0,0,1,0
"18 - Cher","Médecine physique et réadaptation",5,0,1,0,0,0,0,3,1,0,0
"18 - Cher","Néphrologie",4,0,0,0,1,0,1,0,2,0,0
"18 - Cher","Neuro-chirurgie",0,0,0,0,0,0,0,0,0,0,0
"18 - Cher","Neurologie",5,0,0,0,1,1,2,0,0,1,0
"18 - Cher","O.R.L et chirurgie cervico faciale",14,0,0,2,2,1,1,3,4,1,0
"18 - Cher","Oncologie option médicale",1,0,0,0,1,0,0,0,0,0,0
"18 - Cher","Ophtalmologie",13,0,1,1,1,3,1,2,3,1,0
"18 - Cher","Pédiatrie",17,0,2,1,1,1,3,5,2,2,0
"18 - Cher","Pneumologie",7,0,0,1,0,2,2,0,2,0,0
"18 - Cher","Psychiatrie",42,0,0,0,2,8,6,6,15,4,1
"18 - Cher","Radio-diagnostic et imagerie médicale",26,0,1,0,4,1,5,8,2,4,1
"18 - Cher","Radio-thérapie",3,0,0,0,0,0,1,0,1,1,0
"18 - Cher","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"18 - Cher","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"18 - Cher","Rhumatologie",7,0,0,0,0,1,0,2,1,3,0
"18 - Cher","Santé publique et médecine sociale",1,0,0,0,0,1,0,0,0,0,0
"18 - Cher","Généralistes",350,3,17,18,29,35,57,92,60,32,7
"18 - Cher","Médecine générale",350,3,17,18,29,35,57,92,60,32,7
"19 - Corrèze","Ensemble des spécialités d'exercice",700,5,35,56,58,83,117,142,137,62,5
"19 - Corrèze","Spécialistes",326,1,11,25,29,46,41,74,63,33,3
"19 - Corrèze","Anatomie et cytologie pathologiques",4,0,0,0,0,0,1,1,2,0,0
"19 - Corrèze","Anesthésie-réanimation",22,0,1,0,3,6,0,6,5,1,0
"19 - Corrèze","Biologie médicale",10,0,1,1,1,1,5,1,0,0,0
"19 - Corrèze","Cardiologie et maladies vasculaires",27,0,3,1,2,4,4,6,5,2,0
"19 - Corrèze","Chirurgie générale",14,0,0,1,1,1,1,5,4,1,0
"19 - Corrèze","Chirurgie maxillo-faciale et stomatologie",5,0,0,0,2,0,0,2,1,0,0
"19 - Corrèze","Chirurgie orthopédique et traumatologie",14,0,1,1,1,2,3,3,2,0,1
"19 - Corrèze","Chirurgie infantile",1,0,0,0,1,0,0,0,0,0,0
"19 - Corrèze","Chirurgie plastique reconstructrice et esthétique",2,0,0,0,0,1,1,0,0,0,0
"19 - Corrèze","Chirurgie thoracique et cardio-vasculaire",1,0,0,0,0,1,0,0,0,0,0
"19 - Corrèze","Chirurgie urologique",6,0,0,1,1,1,0,2,1,0,0
"19 - Corrèze","Chirurgie vasculaire",3,0,0,0,0,1,1,0,1,0,0
"19 - Corrèze","Chirurgie viscérale et digestive",1,0,0,0,0,1,0,0,0,0,0
"19 - Corrèze","Dermatologie et vénéréologie",7,0,0,0,0,1,0,3,3,0,0
"19 - Corrèze","Endocrinologie et métabolisme",7,0,0,1,1,1,1,3,0,0,0
"19 - Corrèze","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"19 - Corrèze","Gériatrie",6,0,0,1,0,0,3,2,0,0,0
"19 - Corrèze","Gynécologie médicale",8,0,0,0,0,0,0,4,1,2,1
"19 - Corrèze","Gynécologie-obstétrique",15,0,1,3,2,2,4,1,0,2,0
"19 - Corrèze","Hématologie",1,0,0,0,0,0,0,0,1,0,0
"19 - Corrèze","Gastro-entérologie et hépatologie",14,0,0,1,1,4,3,3,1,1,0
"19 - Corrèze","Médecine du travail",18,0,0,1,2,2,1,5,3,4,0
"19 - Corrèze","Médecine interne",5,0,0,0,0,1,0,0,1,3,0
"19 - Corrèze","Médecine nucléaire",3,0,1,0,1,0,0,1,0,0,0
"19 - Corrèze","Médecine physique et réadaptation",6,0,0,0,1,2,0,2,0,1,0
"19 - Corrèze","Néphrologie",6,1,0,0,2,1,0,1,0,1,0
"19 - Corrèze","Neuro-chirurgie",0,0,0,0,0,0,0,0,0,0,0
"19 - Corrèze","Neurologie",5,0,0,0,2,0,0,1,2,0,0
"19 - Corrèze","O.R.L et chirurgie cervico faciale",10,0,1,1,1,1,0,1,4,1,0
"19 - Corrèze","Oncologie option médicale",0,0,0,0,0,0,0,0,0,0,0
"19 - Corrèze","Ophtalmologie",15,0,0,4,1,1,0,4,3,2,0
"19 - Corrèze","Pédiatrie",15,0,0,3,2,3,3,2,0,2,0
"19 - Corrèze","Pneumologie",10,0,0,1,0,1,3,2,2,1,0
"19 - Corrèze","Psychiatrie",32,0,1,1,0,5,2,7,12,4,0
"19 - Corrèze","Radio-diagnostic et imagerie médicale",20,0,1,2,1,1,3,4,6,1,1
"19 - Corrèze","Radio-thérapie",2,0,0,0,0,0,0,0,1,1,0
"19 - Corrèze","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"19 - Corrèze","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"19 - Corrèze","Rhumatologie",6,0,0,1,0,1,2,1,0,1,0
"19 - Corrèze","Santé publique et médecine sociale",5,0,0,0,0,0,0,1,2,2,0
"19 - Corrèze","Généralistes",374,4,24,31,29,37,76,68,74,29,2
"19 - Corrèze","Médecine générale",374,4,24,31,29,37,76,68,74,29,2
"2A - Corse-du-Sud","Ensemble des spécialités d'exercice",471,4,22,24,35,65,79,82,85,60,15
"2A - Corse-du-Sud","Spécialistes",227,1,9,13,14,30,33,43,44,32,8
"2A - Corse-du-Sud","Anatomie et cytologie pathologiques",2,0,0,0,0,0,1,0,1,0,0
"2A - Corse-du-Sud","Anesthésie-réanimation",24,0,1,1,1,3,4,6,7,1,0
"2A - Corse-du-Sud","Biologie médicale",10,0,0,2,2,1,4,0,0,0,1
"2A - Corse-du-Sud","Cardiologie et maladies vasculaires",13,0,0,0,2,1,2,2,3,3,0
"2A - Corse-du-Sud","Chirurgie générale",6,0,1,0,0,1,0,0,1,2,1
"2A - Corse-du-Sud","Chirurgie maxillo-faciale et stomatologie",4,0,0,0,1,1,1,0,1,0,0
"2A - Corse-du-Sud","Chirurgie orthopédique et traumatologie",7,0,0,0,0,2,2,3,0,0,0
"2A - Corse-du-Sud","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Chirurgie plastique reconstructrice et esthétique",1,0,0,0,0,0,1,0,0,0,0
"2A - Corse-du-Sud","Chirurgie thoracique et cardio-vasculaire",0,0,0,0,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Chirurgie urologique",4,0,0,0,0,1,2,0,1,0,0
"2A - Corse-du-Sud","Chirurgie vasculaire",2,0,0,0,0,1,0,0,1,0,0
"2A - Corse-du-Sud","Chirurgie viscérale et digestive",2,0,0,0,0,1,0,1,0,0,0
"2A - Corse-du-Sud","Dermatologie et vénéréologie",9,0,0,0,1,1,2,1,1,2,1
"2A - Corse-du-Sud","Endocrinologie et métabolisme",3,0,0,1,0,0,1,0,1,0,0
"2A - Corse-du-Sud","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Gériatrie",0,0,0,0,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Gynécologie médicale",5,0,0,0,0,0,0,4,0,1,0
"2A - Corse-du-Sud","Gynécologie-obstétrique",5,0,0,1,0,0,1,2,0,1,0
"2A - Corse-du-Sud","Hématologie",0,0,0,0,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Gastro-entérologie et hépatologie",8,0,0,0,0,1,2,2,3,0,0
"2A - Corse-du-Sud","Médecine du travail",7,0,0,1,0,0,2,0,4,0,0
"2A - Corse-du-Sud","Médecine interne",2,0,0,0,0,0,0,0,1,1,0
"2A - Corse-du-Sud","Médecine nucléaire",3,0,0,1,0,1,0,0,1,0,0
"2A - Corse-du-Sud","Médecine physique et réadaptation",7,0,0,0,0,2,1,1,3,0,0
"2A - Corse-du-Sud","Néphrologie",2,0,0,0,1,0,1,0,0,0,0
"2A - Corse-du-Sud","Neuro-chirurgie",0,0,0,0,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Neurologie",3,0,0,0,0,1,0,1,0,1,0
"2A - Corse-du-Sud","O.R.L et chirurgie cervico faciale",9,0,2,0,0,2,1,1,2,1,0
"2A - Corse-du-Sud","Oncologie option médicale",1,0,0,1,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Ophtalmologie",14,0,2,2,1,0,0,3,2,3,1
"2A - Corse-du-Sud","Pédiatrie",13,0,0,0,3,1,0,2,3,3,1
"2A - Corse-du-Sud","Pneumologie",3,0,0,0,0,0,0,1,1,1,0
"2A - Corse-du-Sud","Psychiatrie",30,1,2,1,1,6,2,6,3,7,1
"2A - Corse-du-Sud","Radio-diagnostic et imagerie médicale",18,0,1,2,1,2,1,6,1,2,2
"2A - Corse-du-Sud","Radio-thérapie",2,0,0,0,0,1,0,0,1,0,0
"2A - Corse-du-Sud","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"2A - Corse-du-Sud","Rhumatologie",6,0,0,0,0,0,1,1,2,2,0
"2A - Corse-du-Sud","Santé publique et médecine sociale",2,0,0,0,0,0,1,0,0,1,0
"2A - Corse-du-Sud","Généralistes",244,3,13,11,21,35,46,39,41,28,7
"2A - Corse-du-Sud","Médecine générale",244,3,13,11,21,35,46,39,41,28,7
"2B - Haute-Corse","Ensemble des spécialités d'exercice",492,2,15,26,41,49,83,122,85,56,13
"2B - Haute-Corse","Spécialistes",233,0,6,16,19,22,31,56,48,27,8
"2B - Haute-Corse","Anatomie et cytologie pathologiques",1,0,0,0,0,0,0,1,0,0,0
"2B - Haute-Corse","Anesthésie-réanimation",19,0,0,1,2,1,4,4,3,4,0
"2B - Haute-Corse","Biologie médicale",3,0,0,0,0,1,1,0,0,1,0
"2B - Haute-Corse","Cardiologie et maladies vasculaires",23,0,3,1,2,1,5,3,4,3,1
"2B - Haute-Corse","Chirurgie générale",6,0,0,0,0,0,0,4,1,1,0
"2B - Haute-Corse","Chirurgie maxillo-faciale et stomatologie",3,0,0,0,0,0,1,0,0,1,1
"2B - Haute-Corse","Chirurgie orthopédique et traumatologie",7,0,0,0,1,3,2,0,1,0,0
"2B - Haute-Corse","Chirurgie infantile",2,0,0,0,0,1,1,0,0,0,0
"2B - Haute-Corse","Chirurgie plastique reconstructrice et esthétique",2,0,0,1,0,0,0,0,1,0,0
"2B - Haute-Corse","Chirurgie thoracique et cardio-vasculaire",0,0,0,0,0,0,0,0,0,0,0
"2B - Haute-Corse","Chirurgie urologique",3,0,0,0,0,0,1,2,0,0,0
"2B - Haute-Corse","Chirurgie vasculaire",2,0,0,0,1,0,1,0,0,0,0
"2B - Haute-Corse","Chirurgie viscérale et digestive",4,0,0,0,1,2,0,1,0,0,0
"2B - Haute-Corse","Dermatologie et vénéréologie",4,0,0,0,0,0,1,2,1,0,0
"2B - Haute-Corse","Endocrinologie et métabolisme",4,0,0,1,0,1,1,0,0,0,1
"2B - Haute-Corse","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"2B - Haute-Corse","Gériatrie",2,0,0,0,0,0,1,1,0,0,0
"2B - Haute-Corse","Gynécologie médicale",8,0,0,0,0,0,0,5,1,2,0
"2B - Haute-Corse","Gynécologie-obstétrique",7,0,0,2,1,2,0,0,1,1,0
"2B - Haute-Corse","Hématologie",0,0,0,0,0,0,0,0,0,0,0
"2B - Haute-Corse","Gastro-entérologie et hépatologie",10,0,0,1,0,3,2,2,1,0,1
"2B - Haute-Corse","Médecine du travail",10,0,0,0,1,1,2,3,2,1,0
"2B - Haute-Corse","Médecine interne",5,0,0,0,0,0,1,0,2,2,0
"2B - Haute-Corse","Médecine nucléaire",1,0,0,0,0,0,0,1,0,0,0
"2B - Haute-Corse","Médecine physique et réadaptation",5,0,0,0,0,0,0,2,3,0,0
"2B - Haute-Corse","Néphrologie",3,0,0,0,0,0,0,1,1,1,0
"2B - Haute-Corse","Neuro-chirurgie",4,0,1,0,1,1,0,1,0,0,0
"2B - Haute-Corse","Neurologie",4,0,0,0,0,0,0,0,3,1,0
"2B - Haute-Corse","O.R.L et chirurgie cervico faciale",6,0,0,0,0,0,2,3,1,0,0
"2B - Haute-Corse","Oncologie option médicale",3,0,0,2,0,0,0,1,0,0,0
"2B - Haute-Corse","Ophtalmologie",14,0,1,2,2,0,1,4,4,0,0
"2B - Haute-Corse","Pédiatrie",11,0,1,1,2,0,2,2,0,2,1
"2B - Haute-Corse","Pneumologie",9,0,0,1,0,0,0,3,5,0,0
"2B - Haute-Corse","Psychiatrie",29,0,0,2,5,2,1,4,8,4,3
"2B - Haute-Corse","Radio-diagnostic et imagerie médicale",15,0,0,0,0,3,1,4,5,2,0
"2B - Haute-Corse","Radio-thérapie",2,0,0,1,0,0,0,1,0,0,0
"2B - Haute-Corse","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"2B - Haute-Corse","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"2B - Haute-Corse","Rhumatologie",2,0,0,0,0,0,0,1,0,1,0
"2B - Haute-Corse","Santé publique et médecine sociale",0,0,0,0,0,0,0,0,0,0,0
"2B - Haute-Corse","Généralistes",259,2,9,10,22,27,52,66,37,29,5
"2B - Haute-Corse","Médecine générale",259,2,9,10,22,27,52,66,37,29,5
"21 - Côte-d’Or","Ensemble des spécialités d'exercice",1996,48,237,208,203,210,290,336,298,140,26
"21 - Côte-d’Or","Spécialistes",1136,28,157,122,114,117,145,184,167,90,12
"21 - Côte-d’Or","Anatomie et cytologie pathologiques",16,0,2,1,2,1,3,5,1,1,0
"21 - Côte-d’Or","Anesthésie-réanimation",111,1,19,14,18,12,9,18,15,5,0
"21 - Côte-d’Or","Biologie médicale",33,3,3,5,6,3,7,2,2,2,0
"21 - Côte-d’Or","Cardiologie et maladies vasculaires",56,1,6,5,6,8,9,9,5,7,0
"21 - Côte-d’Or","Chirurgie générale",46,2,23,3,0,3,0,6,5,4,0
"21 - Côte-d’Or","Chirurgie maxillo-faciale et stomatologie",7,0,1,1,1,1,0,1,2,0,0
"21 - Côte-d’Or","Chirurgie orthopédique et traumatologie",30,0,1,3,4,6,6,5,4,1,0
"21 - Côte-d’Or","Chirurgie infantile",5,0,0,1,1,0,1,2,0,0,0
"21 - Côte-d’Or","Chirurgie plastique reconstructrice et esthétique",9,0,0,3,1,1,1,1,1,1,0
"21 - Côte-d’Or","Chirurgie thoracique et cardio-vasculaire",5,0,0,0,0,4,0,0,0,1,0
"21 - Côte-d’Or","Chirurgie urologique",9,0,0,1,2,0,3,0,3,0,0
"21 - Côte-d’Or","Chirurgie vasculaire",6,0,0,0,2,2,0,0,2,0,0
"21 - Côte-d’Or","Chirurgie viscérale et digestive",13,0,0,3,3,2,3,1,1,0,0
